osisRef,status,book,chapter,verseNum,verseText,mdText,people,peopleCount,places,placesCount,yearNum,quotesFrom,peopleGroups,eventsDescribed
Ps.52.9,publish,Ps,Ps.52,9,"I will praise thee for ever, because thou hast done it: and I will wait on thy name; for it is good before thy saints.","I will praise thee for ever, because thou hast done _it:_ and I will wait on thy name; for _it_ _is_ good before thy saints.",,0,,0,,,,
Ps.53.1,publish,Ps,Ps.53,1,"The fool hath said in his heart, There is no God. Corrupt are they, and have done abominable iniquity: there is none that doeth good.","The fool hath said in his heart, _There_ _is_ no [God.]([/person/god_1324) Corrupt are they, and have done abominable iniquity: _there_ _is_ none that doeth good.",god_1324,1,,0,,,,
Ps.53.2,publish,Ps,Ps.53,2,"God looked down from heaven upon the children of men, to see if there were any that did understand, that did seek God.","[God]([/person/god_1324) looked down from heaven upon the children of men, to see if there were _any_ that did understand, that did seek [God.]([/person/god_1324)",god_1324,1,,0,,,,
Ps.53.3,publish,Ps,Ps.53,3,"Every one of them is gone back: they are altogether become filthy; there is none that doeth good, no, not one.","Every one of them is gone back: they are altogether become filthy; _there_ _is_ none that doeth good, no, not one.",,0,,0,,,,
Ps.53.4,publish,Ps,Ps.53,4,Have the workers of iniquity no knowledge? who eat up my people as they eat bread: they have not called upon God.,Have the workers of iniquity no knowledge? who eat up my people _as_ they eat bread: they have not called upon [God.]([/person/god_1324),god_1324,1,,0,,,,
Ps.53.5,publish,Ps,Ps.53,5,"There were they in great fear, where no fear was: for God hath scattered the bones of him that encampeth against thee: thou hast put them to shame, because God hath despised them.","There were they in great fear, _where_ no fear was: for [God]([/person/god_1324) hath scattered the bones of him that encampeth _against_ thee: thou hast put _them_ to shame, because [God]([/person/god_1324) hath despised them.",god_1324,1,,0,,,,
Ps.53.6,publish,Ps,Ps.53,6,"Oh that the salvation of Israel were come out of Zion! When God bringeth back the captivity of his people, Jacob shall rejoice, and Israel shall be glad.","Oh that the salvation of Israel _were_ _come_ out of [Zion!](/place/zion_1263) When [God]([/person/god_1324) bringeth back the captivity of his people, [Jacob]([/person/israel_682) shall rejoice, _and_ Israel shall be glad.","israel_682,god_1324",2,zion_1263,1,,,Nation of Israel,
Ps.54.1,publish,Ps,Ps.54,1,"Save me, O God, by thy name, and judge me by thy strength.","Save me, O [God,]([/person/god_1324) by thy name, and judge me by thy strength.",god_1324,1,,0,,,,
Ps.54.2,publish,Ps,Ps.54,2,"Hear my prayer, O God; give ear to the words of my mouth.","Hear my prayer, O [God;]([/person/god_1324) give ear to the words of my mouth.",god_1324,1,,0,,,,
Ps.54.3,publish,Ps,Ps.54,3,"For strangers are risen up against me, and oppressors seek after my soul: they have not set God before them. Selah.","For strangers are risen up against me, and oppressors seek after my soul: they have not set [God]([/person/god_1324) before them. Selah.",god_1324,1,,0,,,,
Ps.54.4,publish,Ps,Ps.54,4,"Behold, God is mine helper: the Lord is with them that uphold my soul.","Behold, [God]([/person/god_1324) _is_ mine helper: the [Lord]([/person/god_1324) _is_ with them that uphold my soul.",god_1324,1,,0,,,,
Ps.54.5,publish,Ps,Ps.54,5,He shall reward evil unto mine enemies: cut them off in thy truth.,He shall reward evil unto mine enemies: cut them off in thy truth.,,0,,0,,,,
Ps.54.6,publish,Ps,Ps.54,6,"I will freely sacrifice unto thee: I will praise thy name, O LORD; for it is good.","I will freely sacrifice unto thee: I will praise thy name, O [LORD;]([/person/god_1324) for _it_ _is_ good.",god_1324,1,,0,,,,
Ps.54.7,publish,Ps,Ps.54,7,For he hath delivered me out of all trouble: and mine eye hath seen his desire upon mine enemies.,For he hath delivered me out of all trouble: and mine eye hath seen _his_ _desire_ upon mine enemies.,,0,,0,,,,
Ps.55.1,publish,Ps,Ps.55,1,"Give ear to my prayer, O God; and hide not thyself from my supplication.","Give ear to my prayer, O [God;]([/person/god_1324) and hide not thyself from my supplication.",god_1324,1,,0,,,,
Ps.55.2,publish,Ps,Ps.55,2,"Attend unto me, and hear me: I mourn in my complaint, and make a noise;","Attend unto me, and hear me: I mourn in my complaint, and make a noise;",,0,,0,,,,
Ps.55.3,publish,Ps,Ps.55,3,"Because of the voice of the enemy, because of the oppression of the wicked: for they cast iniquity upon me, and in wrath they hate me.","Because of the voice of the enemy, because of the oppression of the wicked: for they cast iniquity upon me, and in wrath they hate me.",,0,,0,,,,
Ps.55.4,publish,Ps,Ps.55,4,My heart is sore pained within me: and the terrors of death are fallen upon me.,My heart is sore pained within me: and the terrors of death are fallen upon me.,,0,,0,,,,
Ps.55.5,publish,Ps,Ps.55,5,"Fearfulness and trembling are come upon me, and horror hath overwhelmed me.","Fearfulness and trembling are come upon me, and horror hath overwhelmed me.",,0,,0,,,,
Ps.55.6,publish,Ps,Ps.55,6,"And I said, Oh that I had wings like a dove! for then would I fly away, and be at rest.","And I said, Oh that I had wings like a dove! _for_ _then_ would I fly away, and be at rest.",,0,,0,,,,
Ps.55.7,publish,Ps,Ps.55,7,"Lo, then would I wander far off, and remain in the wilderness. Selah.","Lo, _then_ would I wander far off, _and_ remain in the wilderness. Selah.",,0,,0,,,,
Ps.55.8,publish,Ps,Ps.55,8,I would hasten my escape from the windy storm and tempest.,I would hasten my escape from the windy storm _and_ tempest.,,0,,0,,,,
Ps.55.9,publish,Ps,Ps.55,9,"Destroy, O Lord, and divide their tongues: for I have seen violence and strife in the city.","Destroy, O [Lord,]([/person/god_1324) _and_ divide their tongues: for I have seen violence and strife in the city.",god_1324,1,,0,,,,
Ps.55.10,publish,Ps,Ps.55,10,Day and night they go about it upon the walls thereof: mischief also and sorrow are in the midst of it.,Day and night they go about it upon the walls thereof: mischief also and sorrow _are_ in the midst of it.,,0,,0,,,,
Ps.55.11,publish,Ps,Ps.55,11,Wickedness is in the midst thereof: deceit and guile depart not from her streets.,Wickedness _is_ in the midst thereof: deceit and guile depart not from her streets.,,0,,0,,,,
Ps.55.12,publish,Ps,Ps.55,12,For it was not an enemy that reproached me; then I could have borne it: neither was it he that hated me that did magnify himself against me; then I would have hid myself from him:,For _it_ _was_ not an enemy _that_ reproached me; then I could have borne _it:_ neither _was_ _it_ he that hated me _that_ did magnify _himself_ against me; then I would have hid myself from him:,,0,,0,,,,
Ps.55.13,publish,Ps,Ps.55,13,"But it was thou, a man mine equal, my guide, and mine acquaintance.","But _it_ _was_ thou, a man mine equal, my guide, and mine acquaintance.",,0,,0,,,,
Ps.55.14,publish,Ps,Ps.55,14,"We took sweet counsel together, and walked unto the house of God in company.","We took sweet counsel together, _and_ walked unto the house of [God]([/person/god_1324) in company.",god_1324,1,,0,,,,
Ps.55.15,publish,Ps,Ps.55,15,"Let death seize upon them, and let them go down quick into hell: for wickedness is in their dwellings, and among them.","Let death seize upon them, _and_ let them go down quick into hell: for wickedness _is_ in their dwellings, _and_ among them.",,0,,0,,,,
Ps.55.16,publish,Ps,Ps.55,16,"As for me, I will call upon God; and the LORD shall save me.","As for me, I will call upon [God;]([/person/god_1324) and the [LORD]([/person/god_1324) shall save me.",god_1324,1,,0,,,,
Ps.55.17,publish,Ps,Ps.55,17,"Evening, and morning, and at noon, will I pray, and cry aloud: and he shall hear my voice.","Evening, and morning, and at noon, will I pray, and cry aloud: and he shall hear my voice.",,0,,0,,,,
Ps.55.18,publish,Ps,Ps.55,18,He hath delivered my soul in peace from the battle that was against me: for there were many with me.,He hath delivered my soul in peace from the battle _that_ _was_ against me: for there were many with me.,,0,,0,,,,
Ps.55.19,publish,Ps,Ps.55,19,"God shall hear, and afflict them, even he that abideth of old. Selah. Because they have no changes, therefore they fear not God.","[God]([/person/god_1324) shall hear, and afflict them, even he that abideth of old. Selah. Because they have no changes, therefore they fear not [God.]([/person/god_1324)",god_1324,1,,0,,,,
Ps.55.20,publish,Ps,Ps.55,20,He hath put forth his hands against such as be at peace with him: he hath broken his covenant.,He hath put forth his hands against such as be at peace with him: he hath broken his covenant.,,0,,0,,,,
Ps.55.21,publish,Ps,Ps.55,21,"The words of his mouth were smoother than butter, but war was in his heart: his words were softer than oil, yet were they drawn swords.","_The_ _words_ of his mouth were smoother than butter, but war _was_ in his heart: his words were softer than oil, yet _were_ they drawn swords.",,0,,0,,,,
Ps.55.22,publish,Ps,Ps.55,22,"Cast thy burden upon the LORD, and he shall sustain thee: he shall never suffer the righteous to be moved.","Cast thy burden upon the [LORD,]([/person/god_1324) and he shall sustain thee: he shall never suffer the righteous to be moved.",god_1324,1,,0,,,,
Ps.55.23,publish,Ps,Ps.55,23,"But thou, O God, shalt bring them down into the pit of destruction: bloody and deceitful men shall not live out half their days; but I will trust in thee.","But thou, O [God,]([/person/god_1324) shalt bring them down into the pit of destruction: bloody and deceitful men shall not live out half their days; but I will trust in thee.",god_1324,1,,0,,,,
Ps.56.1,publish,Ps,Ps.56,1,"Be merciful unto me, O God: for man would swallow me up; he fighting daily oppresseth me.","Be merciful unto me, O [God:]([/person/god_1324) for man would swallow me up; he fighting daily oppresseth me.",god_1324,1,gath_442,1,,,,
Ps.56.2,publish,Ps,Ps.56,2,"Mine enemies would daily swallow me up: for they be many that fight against me, O thou most High.","Mine enemies would daily swallow _me_ up: for _they_ _be_ many that fight against me, O thou most High.",,0,,0,,,,
Ps.56.3,publish,Ps,Ps.56,3,"What time I am afraid, I will trust in thee.","What time I am afraid, I will trust in thee.",,0,,0,,,,
Ps.56.4,publish,Ps,Ps.56,4,"In God I will praise his word, in God I have put my trust; I will not fear what flesh can do unto me.","In [God]([/person/god_1324) I will praise his word, in [God]([/person/god_1324) I have put my trust; I will not fear what flesh can do unto me.",god_1324,1,,0,,,,
Ps.56.5,publish,Ps,Ps.56,5,Every day they wrest my words: all their thoughts are against me for evil.,Every day they wrest my words: all their thoughts _are_ against me for evil.,,0,,0,,,,
Ps.56.6,publish,Ps,Ps.56,6,"They gather themselves together, they hide themselves, they mark my steps, when they wait for my soul.","They gather themselves together, they hide themselves, they mark my steps, when they wait for my soul.",,0,,0,,,,
Ps.56.7,publish,Ps,Ps.56,7,"Shall they escape by iniquity? in thine anger cast down the people, O God.","Shall they escape by iniquity? in _thine_ anger cast down the people, O [God.]([/person/god_1324)",god_1324,1,,0,,,,
Ps.56.8,publish,Ps,Ps.56,8,Thou tellest my wanderings: put thou my tears into thy bottle: are they not in thy book?,Thou tellest my wanderings: put thou my tears into thy bottle: _are_ _they_ not in thy book?,,0,,0,,,,
Ps.56.9,publish,Ps,Ps.56,9,"When I cry unto thee, then shall mine enemies turn back: this I know; for God is for me.","When I cry _unto_ _thee,_ then shall mine enemies turn back: this I know; for [God]([/person/god_1324) _is_ for me.",god_1324,1,,0,,,,
Ps.56.10,publish,Ps,Ps.56,10,In God will I praise his word: in the LORD will I praise his word.,In [God]([/person/god_1324) will I praise _his_ word: in the [LORD]([/person/god_1324) will I praise _his_ word.,god_1324,1,,0,,,,
Ps.56.11,publish,Ps,Ps.56,11,In God have I put my trust: I will not be afraid what man can do unto me.,In [God]([/person/god_1324) have I put my trust: I will not be afraid what man can do unto me.,god_1324,1,,0,,,,
Ps.56.12,publish,Ps,Ps.56,12,"Thy vows are upon me, O God: I will render praises unto thee.","Thy vows _are_ upon me, O [God:]([/person/god_1324) I will render praises unto thee.",god_1324,1,,0,,,,
Ps.56.13,publish,Ps,Ps.56,13,"For thou hast delivered my soul from death: wilt not thou deliver my feet from falling, that I may walk before God in the light of the living?","For thou hast delivered my soul from death: _wilt_ not _thou_ _deliver_ my feet from falling, that I may walk before [God]([/person/god_1324) in the light of the living?",god_1324,1,,0,,,,
Ps.57.1,publish,Ps,Ps.57,1,"Be merciful unto me, O God, be merciful unto me: for my soul trusteth in thee: yea, in the shadow of thy wings will I make my refuge, until these calamities be overpast.","Be merciful unto me, O [God,]([/person/god_1324) be merciful unto me: for my soul trusteth in thee: yea, in the shadow of thy wings will I make my refuge, until _these_ calamities be overpast.",god_1324,1,,0,,,,
Ps.57.2,publish,Ps,Ps.57,2,I will cry unto God most high; unto God that performeth all things for me.,I will cry unto [God]([/person/god_1324) most high; unto [God]([/person/god_1324) that performeth _all_ _things_ for me.,god_1324,1,,0,,,,
Ps.57.3,publish,Ps,Ps.57,3,"He shall send from heaven, and save me from the reproach of him that would swallow me up. Selah. God shall send forth his mercy and his truth.","He shall send from heaven, and save me _from_ the reproach of him that would swallow me up. Selah. [God]([/person/god_1324) shall send forth his mercy and his truth.",god_1324,1,,0,,,,
Ps.57.4,publish,Ps,Ps.57,4,"My soul is among lions: and I lie even among them that are set on fire, even the sons of men, whose teeth are spears and arrows, and their tongue a sharp sword.","My soul _is_ among lions: _and_ I lie _even_ _among_ them that are set on fire, _even_ the sons of men, whose teeth _are_ spears and arrows, and their tongue a sharp sword.",,0,,0,,,,
Ps.57.5,publish,Ps,Ps.57,5,"Be thou exalted, O God, above the heavens; let thy glory be above all the earth.","Be thou exalted, O [God,]([/person/god_1324) above the heavens; _let_ thy glory _be_ above all the earth.",god_1324,1,,0,,,,
Ps.57.6,publish,Ps,Ps.57,6,"They have prepared a net for my steps; my soul is bowed down: they have digged a pit before me, into the midst whereof they are fallen themselves. Selah.","They have prepared a net for my steps; my soul is bowed down: they have digged a pit before me, into the midst whereof they are fallen _themselves._ Selah.",,0,,0,,,,
Ps.57.7,publish,Ps,Ps.57,7,"My heart is fixed, O God, my heart is fixed: I will sing and give praise.","My heart is fixed, O [God,]([/person/god_1324) my heart is fixed: I will sing and give praise.",god_1324,1,,0,,,,
Ps.57.8,publish,Ps,Ps.57,8,"Awake up, my glory; awake, psaltery and harp: I myself will awake early.","Awake up, my glory; awake, psaltery and harp: I _myself_ will awake early.",,0,,0,,,,
Ps.57.9,publish,Ps,Ps.57,9,"I will praise thee, O Lord, among the people: I will sing unto thee among the nations.","I will praise thee, O [Lord,]([/person/god_1324) among the people: I will sing unto thee among the nations.",god_1324,1,,0,,,,
Ps.57.10,publish,Ps,Ps.57,10,"For thy mercy is great unto the heavens, and thy truth unto the clouds.","For thy mercy _is_ great unto the heavens, and thy truth unto the clouds.",,0,,0,,,,
Ps.57.11,publish,Ps,Ps.57,11,"Be thou exalted, O God, above the heavens: let thy glory be above all the earth.","Be thou exalted, O [God,]([/person/god_1324) above the heavens: _let_ thy glory _be_ above all the earth.",god_1324,1,,0,,,,
Ps.58.1,publish,Ps,Ps.58,1,"Do ye indeed speak righteousness, O congregation? do ye judge uprightly, O ye sons of men?","Do ye indeed speak righteousness, O congregation? do ye judge uprightly, O ye sons of men?",,0,,0,,,,
Ps.58.2,publish,Ps,Ps.58,2,"Yea, in heart ye work wickedness; ye weigh the violence of your hands in the earth.","Yea, in heart ye work wickedness; ye weigh the violence of your hands in the earth.",,0,,0,,,,
Ps.58.3,publish,Ps,Ps.58,3,"The wicked are estranged from the womb: they go astray as soon as they be born, speaking lies.","The wicked are estranged from the womb: they go astray as soon as they be born, speaking lies.",,0,,0,,,,
Ps.58.4,publish,Ps,Ps.58,4,Their poison is like the poison of a serpent: they are like the deaf adder that stoppeth her ear;,Their poison _is_ like the poison of a serpent: _they_ _are_ like the deaf adder _that_ stoppeth her ear;,,0,,0,,,,
Ps.58.5,publish,Ps,Ps.58,5,"Which will not hearken to the voice of charmers, charming never so wisely.","Which will not hearken to the voice of charmers, charming never so wisely.",,0,,0,,,,
Ps.58.6,publish,Ps,Ps.58,6,"Break their teeth, O God, in their mouth: break out the great teeth of the young lions, O LORD.","Break their teeth, O [God,]([/person/god_1324) in their mouth: break out the great teeth of the young lions, O [LORD.]([/person/god_1324)",god_1324,1,,0,,,,
Ps.58.7,publish,Ps,Ps.58,7,"Let them melt away as waters which run continually: when he bendeth his bow to shoot his arrows, let them be as cut in pieces.","Let them melt away as waters _which_ run continually: _when_ he bendeth _his_ _bow_ _to_ _shoot_ his arrows, let them be as cut in pieces.",,0,,0,,,,
Ps.58.8,publish,Ps,Ps.58,8,"As a snail which melteth, let every one of them pass away: like the untimely birth of a woman, that they may not see the sun.","As a snail _which_ melteth, let _every_ _one_ _of_ _them_ pass away: _like_ the untimely birth of a woman, _that_ they may not see the sun.",,0,,0,,,,
Ps.58.9,publish,Ps,Ps.58,9,"Before your pots can feel the thorns, he shall take them away as with a whirlwind, both living, and in his wrath.","Before your pots can feel the thorns, he shall take them away as with a whirlwind, both living, and in _his_ wrath.",,0,,0,,,,
Ps.58.10,publish,Ps,Ps.58,10,The righteous shall rejoice when he seeth the vengeance: he shall wash his feet in the blood of the wicked.,The righteous shall rejoice when he seeth the vengeance: he shall wash his feet in the blood of the wicked.,,0,,0,,,,
Ps.58.11,publish,Ps,Ps.58,11,"So that a man shall say, Verily there is a reward for the righteous: verily he is a God that judgeth in the earth.","So that a man shall say, Verily _there_ _is_ a reward for the righteous: verily he is a [God]([/person/god_1324) that judgeth in the earth.",god_1324,1,,0,,,,
Ps.59.1,publish,Ps,Ps.59,1,"Deliver me from mine enemies, O my God: defend me from them that rise up against me.","Deliver me from mine enemies, O my [God:]([/person/god_1324) defend me from them that rise up against me.",god_1324,1,,0,,,,
Ps.59.2,publish,Ps,Ps.59,2,"Deliver me from the workers of iniquity, and save me from bloody men.","Deliver me from the workers of iniquity, and save me from bloody men.",,0,,0,,,,
Ps.59.3,publish,Ps,Ps.59,3,"For, lo, they lie in wait for my soul: the mighty are gathered against me; not for my transgression, nor for my sin, O LORD.","For, lo, they lie in wait for my soul: the mighty are gathered against me; not _for_ my transgression, nor _for_ my sin, O [LORD.]([/person/god_1324)",god_1324,1,,0,,,,
Ps.59.4,publish,Ps,Ps.59,4,"They run and prepare themselves without my fault: awake to help me, and behold.","They run and prepare themselves without _my_ fault: awake to help me, and behold.",,0,,0,,,,
Ps.59.5,publish,Ps,Ps.59,5,"Thou therefore, O LORD God of hosts, the God of Israel, awake to visit all the heathen: be not merciful to any wicked transgressors. Selah.","Thou therefore, O [LORD]([/person/god_1324) God of hosts, the [God]([/person/god_1324) of Israel, awake to visit all the heathen: be not merciful to any wicked transgressors. Selah.",god_1324,1,,0,,,,
Ps.59.6,publish,Ps,Ps.59,6,"They return at evening: they make a noise like a dog, and go round about the city.","They return at evening: they make a noise like a dog, and go round about the city.",,0,,0,,,,
Ps.59.7,publish,Ps,Ps.59,7,"Behold, they belch out with their mouth: swords are in their lips: for who, say they, doth hear?","Behold, they belch out with their mouth: swords _are_ in their lips: for who, _say_ _they,_ doth hear?",,0,,0,,,,
Ps.59.8,publish,Ps,Ps.59,8,"But thou, O LORD, shalt laugh at them; thou shalt have all the heathen in derision.","But thou, O [LORD,]([/person/god_1324) shalt laugh at them; thou shalt have all the heathen in derision.",god_1324,1,,0,,,,
Ps.59.9,publish,Ps,Ps.59,9,Because of his strength will I wait upon thee: for God is my defence.,_Because_ _of_ his strength will I wait upon thee: for [God]([/person/god_1324) _is_ my defence.,god_1324,1,,0,,,,
Ps.59.10,publish,Ps,Ps.59,10,The God of my mercy shall prevent me: God shall let me see my desire upon mine enemies.,The [God]([/person/god_1324) of my mercy shall prevent me: [God]([/person/god_1324) shall let me see _my_ _desire_ upon mine enemies.,god_1324,1,,0,,,,
Ps.59.11,publish,Ps,Ps.59,11,"Slay them not, lest my people forget: scatter them by thy power; and bring them down, O Lord our shield.","Slay them not, lest my people forget: scatter them by thy power; and bring them down, O [Lord]([/person/god_1324) our shield.",god_1324,1,,0,,,,
Ps.59.12,publish,Ps,Ps.59,12,For the sin of their mouth and the words of their lips let them even be taken in their pride: and for cursing and lying which they speak.,_For_ the sin of their mouth _and_ the words of their lips let them even be taken in their pride: and for cursing and lying _which_ they speak.,,0,,0,,,,
Ps.59.13,publish,Ps,Ps.59,13,"Consume them in wrath, consume them, that they may not be: and let them know that God ruleth in Jacob unto the ends of the earth. Selah.","Consume _them_ in wrath, consume _them,_ that they _may_ not _be:_ and let them know that [God]([/person/god_1324) ruleth in [Jacob]([/person/israel_682) unto the ends of the earth. Selah.","israel_682,god_1324",2,,0,,,,
Ps.59.14,publish,Ps,Ps.59,14,"And at evening let them return; and let them make a noise like a dog, and go round about the city.","And at evening let them return; _and_ let them make a noise like a dog, and go round about the city.",,0,,0,,,,
Ps.59.15,publish,Ps,Ps.59,15,"Let them wander up and down for meat, and grudge if they be not satisfied.","Let them wander up and down for meat, and grudge if they be not satisfied.",,0,,0,,,,
Ps.59.16,publish,Ps,Ps.59,16,"But I will sing of thy power; yea, I will sing aloud of thy mercy in the morning: for thou hast been my defence and refuge in the day of my trouble.","But I will sing of thy power; yea, I will sing aloud of thy mercy in the morning: for thou hast been my defence and refuge in the day of my trouble.",,0,,0,,,,
Ps.59.17,publish,Ps,Ps.59,17,"Unto thee, O my strength, will I sing: for God is my defence, and the God of my mercy.","Unto thee, O my strength, will I sing: for [God]([/person/god_1324) _is_ my defence, _and_ the [God]([/person/god_1324) of my mercy.",god_1324,1,,0,,,,
Ps.60.1,publish,Ps,Ps.60,1,"O God, thou hast cast us off, thou hast scattered us, thou hast been displeased; O turn thyself to us again.","O [God,]([/person/god_1324) thou hast cast us off, thou hast scattered us, thou hast been displeased; O turn thyself to us again.",god_1324,1,,0,,,,
Ps.60.2,publish,Ps,Ps.60,2,Thou hast made the earth to tremble; thou hast broken it: heal the breaches thereof; for it shaketh.,Thou hast made the earth to tremble; thou hast broken it: heal the breaches thereof; for it shaketh.,,0,,0,,,,
Ps.60.3,publish,Ps,Ps.60,3,Thou hast shewed thy people hard things: thou hast made us to drink the wine of astonishment.,Thou hast shewed thy people hard things: thou hast made us to drink the wine of astonishment.,,0,,0,,,,
Ps.60.4,publish,Ps,Ps.60,4,"Thou hast given a banner to them that fear thee, that it may be displayed because of the truth. Selah.","Thou hast given a banner to them that fear thee, that it may be displayed because of the truth. Selah.",,0,,0,,,,
Ps.60.5,publish,Ps,Ps.60,5,"That thy beloved may be delivered; save with thy right hand, and hear me.","That thy beloved may be delivered; save _with_ thy right hand, and hear me.",,0,,0,,,,
Ps.60.6,publish,Ps,Ps.60,6,"God hath spoken in his holiness; I will rejoice, I will divide Shechem, and mete out the valley of Succoth.","[God]([/person/god_1324) hath spoken in his holiness; I will rejoice, I will divide [Shechem,](/place/shechem_1069) and mete out the valley of [Succoth.](/place/valesuccoth_1194)",god_1324,1,"shechem_1069,valley_of_succoth_1221",2,,,,
Ps.60.7,publish,Ps,Ps.60,7,"Gilead is mine, and Manasseh is mine; Ephraim also is the strength of mine head; Judah is my lawgiver;","[Gilead](/place/gilead_475) _is_ mine, and [Manasseh]([/person/manasseh_1928) _is_ mine; [Ephraim]([/person/ephraim_1206) also _is_ the strength of mine head; Judah _is_ my lawgiver;","manasseh_1928,ephraim_1206",2,gilead_475,1,,,,
Ps.60.8,publish,Ps,Ps.60,8,"Moab is my washpot; over Edom will I cast out my shoe: Philistia, triumph thou because of me.","[Moab]([/person/moab_2103) _is_ my washpot; over [Edom]([/person/esau_1216) will I cast out my shoe: [Philistia,](/place/philistia_943) triumph thou because of me.",,0,"edom_357,philistia_943,moab_815",3,,,,
Ps.60.9,publish,Ps,Ps.60,9,Who will bring me into the strong city? who will lead me into Edom?,Who will bring me _into_ the strong city? who will lead me into [Edom?]([/person/esau_1216),,0,edom_357,1,,,,
Ps.60.10,publish,Ps,Ps.60,10,"Wilt not thou, O God, which hadst cast us off? and thou, O God, which didst not go out with our armies?","_Wilt_ not thou, O [God,]([/person/god_1324) _which_ hadst cast us off? and _thou,_ O [God,]([/person/god_1324) _which_ didst not go out with our armies?",god_1324,1,,0,,,,
Ps.60.11,publish,Ps,Ps.60,11,Give us help from trouble: for vain is the help of man.,Give us help from trouble: for vain _is_ the help of man.,,0,,0,,,,
Ps.60.12,publish,Ps,Ps.60,12,Through God we shall do valiantly: for he it is that shall tread down our enemies.,Through [God]([/person/god_1324) we shall do valiantly: for he _it_ _is_ _that_ shall tread down our enemies.,god_1324,1,,0,,,,
Ps.61.1,publish,Ps,Ps.61,1,"Hear my cry, O God; attend unto my prayer.","Hear my cry, O [God;]([/person/god_1324) attend unto my prayer.",god_1324,1,,0,,,,
Ps.61.2,publish,Ps,Ps.61,2,"From the end of the earth will I cry unto thee, when my heart is overwhelmed: lead me to the rock that is higher than I.","From the end of the earth will I cry unto thee, when my heart is overwhelmed: lead me to the rock _that_ is higher than I.",,0,,0,,,,
Ps.61.3,publish,Ps,Ps.61,3,"For thou hast been a shelter for me, and a strong tower from the enemy.","For thou hast been a shelter for me, _and_ a strong tower from the enemy.",,0,,0,,,,
Ps.61.4,publish,Ps,Ps.61,4,I will abide in thy tabernacle for ever: I will trust in the covert of thy wings. Selah.,I will abide in thy tabernacle for ever: I will trust in the covert of thy wings. Selah.,,0,,0,,,,
Ps.61.5,publish,Ps,Ps.61,5,"For thou, O God, hast heard my vows: thou hast given me the heritage of those that fear thy name.","For thou, O [God,]([/person/god_1324) hast heard my vows: thou hast given _me_ the heritage of those that fear thy name.",god_1324,1,,0,,,,
Ps.61.6,publish,Ps,Ps.61,6,Thou wilt prolong the king’s life: and his years as many generations.,Thou wilt prolong the king’s life: _and_ his years as many generations.,,0,,0,,,,
Ps.61.7,publish,Ps,Ps.61,7,"He shall abide before God for ever: O prepare mercy and truth, which may preserve him.","He shall abide before [God]([/person/god_1324) for ever: O prepare mercy and truth, _which_ may preserve him.",god_1324,1,,0,,,,
Ps.61.8,publish,Ps,Ps.61,8,"So will I sing praise unto thy name for ever, that I may daily perform my vows.","So will I sing praise unto thy name for ever, that I may daily perform my vows.",,0,,0,,,,
Ps.62.1,publish,Ps,Ps.62,1,Truly my soul waiteth upon God: from him cometh my salvation.,Truly my soul waiteth upon [God:]([/person/god_1324) from him _cometh_ my salvation.,god_1324,1,,0,,,,
Ps.62.2,publish,Ps,Ps.62,2,He only is my rock and my salvation; he is my defence; I shall not be greatly moved.,He only _is_ my rock and my salvation; _he_ _is_ my defence; I shall not be greatly moved.,,0,,0,,,,
Ps.62.3,publish,Ps,Ps.62,3,"How long will ye imagine mischief against a man? ye shall be slain all of you: as a bowing wall shall ye be, and as a tottering fence.","How long will ye imagine mischief against a man? ye shall be slain all of you: as a bowing wall _shall_ _ye_ _be,_ _and_ _as_ a tottering fence.",,0,,0,,,,
Ps.62.4,publish,Ps,Ps.62,4,"They only consult to cast him down from his excellency: they delight in lies: they bless with their mouth, but they curse inwardly. Selah.","They only consult to cast _him_ down from his excellency: they delight in lies: they bless with their mouth, but they curse inwardly. Selah.",,0,,0,,,,
Ps.62.5,publish,Ps,Ps.62,5,"My soul, wait thou only upon God; for my expectation is from him.","My soul, wait thou only upon [God;]([/person/god_1324) for my expectation _is_ from him.",god_1324,1,,0,,,,
Ps.62.6,publish,Ps,Ps.62,6,He only is my rock and my salvation: he is my defence; I shall not be moved.,He only _is_ my rock and my salvation: _he_ _is_ my defence; I shall not be moved.,,0,,0,,,,
Ps.62.7,publish,Ps,Ps.62,7,"In God is my salvation and my glory: the rock of my strength, and my refuge, is in God.","In [God]([/person/god_1324) _is_ my salvation and my glory: the rock of my strength, _and_ my refuge, _is_ in [God.]([/person/god_1324)",god_1324,1,,0,,,,
Ps.62.8,publish,Ps,Ps.62,8,"Trust in him at all times; ye people, pour out your heart before him: God is a refuge for us. Selah.","Trust in him at all times; _ye_ people, pour out your heart before him: [God]([/person/god_1324) _is_ a refuge for us. Selah.",god_1324,1,,0,,,,
Ps.62.9,publish,Ps,Ps.62,9,"Surely men of low degree are vanity, and men of high degree are a lie: to be laid in the balance, they are altogether lighter than vanity.","Surely men of low degree _are_ vanity, _and_ men of high degree _are_ a lie: to be laid in the balance, they _are_ altogether _lighter_ than vanity.",,0,,0,,,,
Ps.62.10,publish,Ps,Ps.62,10,"Trust not in oppression, and become not vain in robbery: if riches increase, set not your heart upon them.","Trust not in oppression, and become not vain in robbery: if riches increase, set not your heart _upon_ _them._",,0,,0,,,,
